NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,PCB,3.5,µg/GJ,0.35,35,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,CO,8.7,g/GJ,6.15,150,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,Se,1.2,mg/GJ,0.722,1.69,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,Ni,14.2,mg/GJ,8.51,19.9,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,Cu,21.1,mg/GJ,12.6,29.5,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,SOx,820,g/GJ,300,5000,See Note in Guidebook Chapter
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,As,9.46,mg/GJ,5.68,13.2,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-3,Tier 1 Emission Factor,NA,Brown Coal,,NA,Cu,0.27,mg/GJ,0.08,0.78,Expert judgement derived from Guidebook (2006)
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,NMVOC,1,g/GJ,0.2,5,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,PCDD/F,50,ng I-TEQ/GJ,25,75,UNEP (2005) (for clean wood)
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,CO,313,g/GJ,150,600,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,CO,13,g/GJ,0.1,26,European Commission (2006)
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,NOx,60,g/GJ,35,85.2,European Commission (2006)
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,BC,2.2,% of PM2.5,0.27,8.08,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,PM2.5,5.2,g/GJ,3,12,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,PM10,7.7,g/GJ,6,24,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,TSP,8.4,g/GJ,7.5,30,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,BC,3.3,% of PM2.5,1.6,6.6,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,NMVOC,0.9,g/GJ,0.6,2.4,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,PM2.5,133,g/GJ,66,266,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,NOx,82.5,g/GJ,10,112,European Commission (2006)
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,BC,2.2,% of PM2.5,0.27,8.08,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,PM2.5,3.1,g/GJ,3,12,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,PM10,6,g/GJ,6,24,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,TSP,8,g/GJ,7.5,30,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,SOx,820,g/GJ,330,5000,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-16,Tier 2 Emission Factor,Wet Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,NMVOC,0.7,g/GJ,0.4,1.6,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-17,Tier 2 Emission Factor,Fluid Bed Boilers,Hard Coal,,NA,SOx,820,g/GJ,330,5000,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,CO,8.7,g/GJ,6.72,60.5,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,Cd,1.76,mg/GJ,1.06,2.47,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,CO,15.1,g/GJ,9.06,21.1,"US EPA (1998), chapter 1.3"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,NOx,142,g/GJ,70,300,"US EPA (2010), chapter 1.3"
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,PM2.5,3.2,g/GJ,1,32,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,PM10,7.9,g/GJ,1,79,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,TSP,11.7,g/GJ,1.2,117,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,SOx,495,g/GJ,146,1700,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,NMVOC,1.4,g/GJ,0.84,3.36,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,TSP,35.4,g/GJ,2,200,"US EPA (2010), chapter 1.3"
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,NOx,247,g/GJ,143,571,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-11,Tier 2 Emission Factor,Dry Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,PM2.5,3.4,g/GJ,0.9,90,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-11,Tier 2 Emission Factor,Dry Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,PM10,7.7,g/GJ,2,200,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-11,Tier 2 Emission Factor,Dry Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,TSP,11.4,g/GJ,3,300,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-11,Tier 2 Emission Factor,Dry Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,SOx,820,g/GJ,330,5000,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-11,Tier 2 Emission Factor,Dry Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,NMVOC,1,g/GJ,0.6,2.4,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-11,Tier 2 Emission Factor,Dry Bottom Boilers,"Coking Coal, Steam Coal & Sub-Bituminous Coal",,NA,CO,8.7,g/GJ,6.15,15,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-12,Tier 2 Emission Factor,Wet and Dry Bottom Boilers,Brown Coal/Lignite,,NA,SOx,1680,g/GJ,330,5000,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,TSP,0.89,g/GJ,0.445,1.34,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,PM10,155,g/GJ,77,310,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,TSP,172,g/GJ,86,344,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,SOx,10.8,g/GJ,6.45,15.1,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,NMVOC,7.31,g/GJ,2.44,21.9,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,CO,90,g/GJ,45,180,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,NOx,81,g/GJ,40,160,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,NMVOC,2.3,g/GJ,1.4,3.2,"US EPA (1998), chapter 1.3"
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,PM10,0.89,g/GJ,0.445,1.34,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,Cr,9.03,mg/GJ,5.42,12.6,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,SOx,0.281,g/GJ,0.169,0.393,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,NMVOC,2.6,g/GJ,0.65,10.4,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,CO,39,g/GJ,20,60,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,NOx,89,g/GJ,15,185,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,BC,5.6,% of PM2.5,0.22,8.69,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,PM2.5,19.3,g/GJ,0.9,90,"US EPA (2010), chapter 1.3"
1.A.1.a,Public electricity and heat production,Table_3-13,Tier 2 Emission Factor,Dry Bottom Boilers,Residual Oil,,NA,PM10,25.2,g/GJ,1.5,150,"US EPA (2010), chapter 1.3"
1.A.1.a,Public electricity and heat production,Table_3-14,Tier 2 Emission Factor,Dry Bottom Boilers,Natural Gas,,NA,PM2.5,0.89,g/GJ,0.445,1.34,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,NOx,135,g/GJ,65,200,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Cd,0.003,mg/GJ,0.0006,0.015,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Pb,0.04,mg/GJ,0.008,0.2,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,PM2.5,2,g/GJ,1,3,"BUWAL, 2001"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,PM10,2,g/GJ,1,3,"BUWAL, 2001"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,TSP,2,g/GJ,1,3,"BUWAL, 2001"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,SOx,0.281,g/GJ,0.169,0.393,"US EPA (1998), chapter 1.4"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,Benzo(b)fluoranthene,0.502,mg/GJ,0.251,0.754,"US EPA (1996), chapter 3.3 (""Less than"" value based on method detection limits)"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,CO,56,g/GJ,20,135,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Cr,0.05,mg/GJ,0.01,0.25,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,PCB,0.13,ng I-TEQ/GJ,0.013,1.3,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,HCB,0.22,µg/GJ,0.022,2.2,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,PCDD/F,0.99,ng I-TEQ/GJ,0.1,10,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,BC,78,% of PM2.5,63,93,"Hernandez et al., 2004"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,"Indeno(1,2,3-cd)pyrene",0.187,mg/GJ,0.0937,0.187,"US EPA (1996), chapter 3.3 (""Less than"" value based on method detection limits)"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,Benzo(k)fluoranthene,0.0987,mg/GJ,0.0493,0.0987,"US EPA (1996), chapter 3.3 (""Less than"" value based on method detection limits)"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,NMVOC,89,g/GJ,45,135,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Benzo(k)fluoranthene,1.7,µg/GJ,0.34,8.5,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,NMVOC,1,g/GJ,0.6,2.4,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-15,Tier 2 Emission Factor,Dry Bottom Boilers,Wood and wood waste (clean wood waste),,NA,Hg,1.51,mg/GJ,0.903,2.11,"US EPA (2003), chapter 1.6"
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,NOx,209,g/GJ,200,350,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,SOx,1680,g/GJ,330,5000,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,Benzo(b)fluoranthene,37,µg/GJ,3.7,370,"Wenborn et al., 1999"
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,BC,2.2,% of PM2.5,0.27,8.08,See Note in Guidebook Chapter
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Hg,0.1,mg/GJ,0.02,0.5,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,"Indeno(1,2,3-cd)pyrene",1.8,µg/GJ,0.36,9,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,As,0.05,mg/GJ,0.01,0.25,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Benzo(b)fluoranthene,9,µg/GJ,1.8,45,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Benzo(a)pyrene,1.2,µg/GJ,0.24,6,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Zn,2.91,mg/GJ,0.6,14.6,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Se,0.2,mg/GJ,0.04,1,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Ni,0.05,mg/GJ,0.01,0.25,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,Cu,0.01,mg/GJ,0.002,0.05,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,Benzo(k)fluoranthene,29,µg/GJ,2.9,290,"Wenborn et al., 1999"
1.A.1.a,Public electricity and heat production,Table_3-22,Tier 2 Emission Factor,Stationary reciprocating Engines - gas-fired,Natural gas,,NA,BC,2.5,% of PM2.5,1,6.3,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,TSP,0.2,g/GJ,0.05,0.8,"BUWAL, 2001"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,PM2.5,1.95,g/GJ,0.65,5.85,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,PM10,1.95,g/GJ,0.65,5.85,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,TSP,1.95,g/GJ,0.65,5.85,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,SOx,46.5,g/GJ,4.65,465,See note in Guidebook chapter
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,NMVOC,0.19,g/GJ,0.11,0.26,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,CO,1.49,g/GJ,0.89,2.09,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,NOx,398,g/GJ,239,557,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-20,Tier 2 Emission Factor,Gas Turbines,Gas Oil,,NA,Pb,0.0069,mg/GJ,7E-05,0.069,Pulles et al. (2012)
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,PM10,0.2,g/GJ,0.05,0.8,Assumed equal to TSP
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,PM2.5,2.8,g/GJ,0.9,8.4,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,SOx,0.244,g/GJ,0.03,0.45,"DBI (2014), Fluxys (2009 - 2011)"
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,NMVOC,1.6,g/GJ,0.5,7.6,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,CO,4.8,g/GJ,1,70,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,NOx,153,g/GJ,92,245,"US EPA (2000), chapter 3.1"
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,PM10,6.9,g/GJ,2.3,20.7,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,Benzo(a)pyrene,0.116,mg/GJ,0.0582,0.116,"US EPA (1996), chapter 3.3 (""Less than"" value based on method detection limits)"
1.A.1.a,Public electricity and heat production,Table_3-2,Tier 1 Emission Factor,NA,Hard Coal,,NA,CO,8.7,g/GJ,6.15,15,"US EPA (1998), chapter 1.1"
1.A.1.a,Public electricity and heat production,Table_3-19,Tier 2 Emission Factor,Gas Turbines,Gaseous Fuels,,NA,PM2.5,0.2,g/GJ,0.05,0.8,Assumed equal to TSP
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,CO,130,g/GJ,30,230,"Nielsen et al., 2010"
1.A.1.a,Public electricity and heat production,Table_3-18,Tier 2 Emission Factor,Fluid Bed Boilers,Brown Coal,,NA,TSP,10.2,g/GJ,3.4,30.6,"US EPA (1998), chapter 1.7"
1.A.1.a,Public electricity and heat production,Table_3-21,Tier 2 Emission Factor,Large stationary CI reciprocating engines,Gas Oil,,NA,PM2.5,21.7,g/GJ,10.8,43.4,"US EPA (1996), chapter 3.3"
